[rosmaster.main][INFO] 2024-10-17 21:45:40,132: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-10-17 21:45:40,133: Starting ROS Master Node
[rosmaster.master][INFO] 2024-10-17 21:45:40,511: +PARAM [/slam_planner_node/global_costmap/max_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,511: +PARAM [/slam_planner_node/TrajectoryPlannerROS/angular_sim_granularity] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,512: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,512: +PARAM [/slam_planner_node/local_costmap/scan/data_type] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,512: +PARAM [/slam_planner_node/local_costmap/scan/expected_update_rate] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,512: +PARAM [/slam_planner_node/TrajectoryPlannerROS/vtheta_samples] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,513: +PARAM [/slam_planner_node/local_costmap/raytrace_range] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,513: +PARAM [/slam_planner_node/TrajectoryPlannerROS/sim_time] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,513: +PARAM [/slam_planner_node/local_costmap/scan/marking] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,514: +PARAM [/slam_planner_node/TrajectoryPlannerROS/escape_vel] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,514: +PARAM [/slam_planner_node/global_costmap/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,514: +PARAM [/slam_planner_node/global_costmap/scan/topic] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,515: +PARAM [/slam_planner_node/TrajectoryPlannerROS/acc_lim_y] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,515: +PARAM [/slam_planner_node/global_costmap/scan/expected_update_rate] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,515: +PARAM [/slam_planner_node/global_costmap/scan/clearing] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,516: +PARAM [/slam_planner_node/global_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,516: +PARAM [/slam_planner_node/TrajectoryPlannerROS/occdist_scale] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,516: +PARAM [/slam_planner_node/local_costmap/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,517: +PARAM [/slam_planner_node/controller_frequency] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,517: +PARAM [/slam_planner_node/local_costmap/scan/topic] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,517: +PARAM [/slam_planner_node/global_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,517: +PARAM [/slam_planner_node/TrajectoryPlannerROS/vx_samples] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,518: +PARAM [/slam_planner_node/TrajectoryPlannerROS/max_vel_y] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,518: +PARAM [/slam_planner_node/local_costmap/max_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,519: +PARAM [/slamware_ros_sdk_server_node/global_plan_path] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,519: +PARAM [/slam_planner_node/local_costmap/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,519: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_vel_y] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,520: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_vel_x] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,520: +PARAM [/slam_planner_node/TrajectoryPlannerROS/heading_scoring_timestep] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,520: +PARAM [/slam_planner_node/global_costmap/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,521: +PARAM [/slam_planner_node/local_costmap/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,521: +PARAM [/slam_planner_node/TrajectoryPlannerROS/xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,521: +PARAM [/slamware_ros_sdk_server_node/map_frame] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,521: +PARAM [/slam_planner_node/local_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,522: +PARAM [/slam_planner_node/TrajectoryPlannerROS/oscillation_reset_dist] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,522: +PARAM [/slam_planner_node/TrajectoryPlannerROS/gdist_scale] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,522: +PARAM [/slamware_ros_sdk_server_node/scan] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,523: +PARAM [/slam_planner_node/global_costmap/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,523: +PARAM [/slamware_ros_sdk_server_node/odom_frame] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,523: +PARAM [/slam_planner_node/TrajectoryPlannerROS/acc_lim_theta] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,524: +PARAM [/slamware_ros_sdk_server_node/ip_address] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,524: +PARAM [/slam_planner_node/TrajectoryPlannerROS/dwa] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,524: +PARAM [/slam_planner_node/local_costmap/resolution] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,525: +PARAM [/slamware_ros_sdk_server_node/path_pub_period] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,525: +PARAM [/slam_planner_node/local_costmap/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,525: +PARAM [/slam_planner_node/TrajectoryPlannerROS/max_vel_x] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,525: +PARAM [/slam_planner_node/TrajectoryPlannerROS/latch_xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,526: +PARAM [/slam_planner_node/global_costmap/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,526: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,526: +PARAM [/slam_planner_node/TrajectoryPlannerROS/simple_attractor] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,527: +PARAM [/slam_planner_node/recovery_behavior_enabled] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,527: +PARAM [/slam_planner_node/local_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,527: +PARAM [/slamware_ros_sdk_server_node/move_base_simple/goal] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,528: +PARAM [/slam_planner_node/TrajectoryPlannerROS/holonomic_robot] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,528: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,528: +PARAM [/slam_planner_node/TrajectoryPlannerROS/yaw_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,529: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_in_place_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,529: +PARAM [/slam_planner_node/TrajectoryPlannerROS/vy_samples] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,529: +PARAM [/slamware_ros_sdk_server_node/scan_pub_period] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,530: +PARAM [/slam_planner_node/local_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,530: +PARAM [/slam_planner_node/local_costmap/min_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:40,530: +PARAM [/slam_planner_node/local_costmap/scan/clearing] by /roslaunch
[rosmaster.master][INFO] 2024-10-17 21:45:41,064: +SERVICE [/rosout/get_loggers] /rosout http://nx:40279/
[rosmaster.master][INFO] 2024-10-17 21:45:41,069: +SERVICE [/rosout/set_logger_level] /rosout http://nx:40279/
[rosmaster.master][INFO] 2024-10-17 21:45:41,079: +PUB [/rosout] /laser2foot http://nx:42171/
[rosmaster.master][INFO] 2024-10-17 21:45:41,081: +PUB [/rosout] /base2laser http://nx:34049/
[rosmaster.master][INFO] 2024-10-17 21:45:41,082: +PUB [/rosout] /map2odom http://nx:43397/
[rosmaster.master][INFO] 2024-10-17 21:45:41,083: +PUB [/rosout_agg] /rosout http://nx:40279/
[rosmaster.master][INFO] 2024-10-17 21:45:41,088: +SERVICE [/laser2foot/get_loggers] /laser2foot http://nx:42171/
[rosmaster.master][INFO] 2024-10-17 21:45:41,091: +SERVICE [/base2laser/get_loggers] /base2laser http://nx:34049/
[rosmaster.master][INFO] 2024-10-17 21:45:41,094: +SERVICE [/map2odom/get_loggers] /map2odom http://nx:43397/
[rosmaster.master][INFO] 2024-10-17 21:45:41,099: +SERVICE [/laser2foot/set_logger_level] /laser2foot http://nx:42171/
[rosmaster.master][INFO] 2024-10-17 21:45:41,101: +SERVICE [/base2laser/set_logger_level] /base2laser http://nx:34049/
[rosmaster.master][INFO] 2024-10-17 21:45:41,104: +SUB [/rosout] /rosout http://nx:40279/
[rosmaster.master][INFO] 2024-10-17 21:45:41,108: +SERVICE [/map2odom/set_logger_level] /map2odom http://nx:43397/
[rosmaster.master][INFO] 2024-10-17 21:45:41,108: +PUB [/tf] /laser2foot http://nx:42171/
[rosmaster.master][INFO] 2024-10-17 21:45:41,112: +PUB [/tf] /base2laser http://nx:34049/
[rosmaster.master][INFO] 2024-10-17 21:45:41,114: +PUB [/tf] /map2odom http://nx:43397/
[rosmaster.master][INFO] 2024-10-17 21:45:41,135: +PUB [/rosout] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,136: publisherUpdate[/rosout] -> http://nx:40279/ ['http://nx:42171/', 'http://nx:34049/', 'http://nx:43397/', 'http://nx:43563/']
[rosmaster.master][INFO] 2024-10-17 21:45:41,137: +SERVICE [/slamware_ros_sdk_server_node/get_loggers] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,143: +SERVICE [/slamware_ros_sdk_server_node/set_logger_level] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,147: +PUB [/tf] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,150: publisherUpdate[/rosout] -> http://nx:40279/ ['http://nx:42171/', 'http://nx:34049/', 'http://nx:43397/', 'http://nx:43563/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-17 21:45:41,186: +PUB [/slamware_ros_sdk_server_node/robot_device_info] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,189: +PUB [/odom] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,191: +PUB [/map] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,193: +PUB [/slamware_ros_sdk_server_node/map_metadata] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,194: +PUB [/scan] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,196: +PUB [/slamware_ros_sdk_server_node/basic_sensors_info] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,197: +PUB [/slamware_ros_sdk_server_node/basic_sensors_values] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,199: +PUB [/slamware_ros_sdk_server_node/global_plan_path] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,201: +PUB [/slamware_ros_sdk_server_node/robot_basic_state] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,209: +SUB [/slamware_ros_sdk_server_node/sync_map] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,216: +SUB [/slamware_ros_sdk_server_node/set_pose] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,223: +SUB [/slamware_ros_sdk_server_node/recover_localization] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,229: +SUB [/slamware_ros_sdk_server_node/clear_map] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,236: +SUB [/slamware_ros_sdk_server_node/set_map_update] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,244: +SUB [/slamware_ros_sdk_server_node/set_map_localization] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,252: +SUB [/slamware_ros_sdk_server_node/move_by_direction] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,260: +SUB [/slamware_ros_sdk_server_node/move_by_theta] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,268: +SUB [/slamware_ros_sdk_server_node/move_to] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,274: +PUB [/rosout] /base_controller_node http://nx:37783/
[rosmaster.master][INFO] 2024-10-17 21:45:41,277: +SERVICE [/base_controller_node/get_loggers] /base_controller_node http://nx:37783/
[rosmaster.master][INFO] 2024-10-17 21:45:41,279: +SUB [/slamware_ros_sdk_server_node/move_to_locations] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,281: +SERVICE [/base_controller_node/set_logger_level] /base_controller_node http://nx:37783/
[rosmaster.master][INFO] 2024-10-17 21:45:41,295: +SUB [/slamware_ros_sdk_server_node/rotate_to] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,297: +SUB [/cmd_vel] /base_controller_node http://nx:37783/
[rosmaster.master][INFO] 2024-10-17 21:45:41,304: +SUB [/slamware_ros_sdk_server_node/rotate] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,311: +SUB [/slamware_ros_sdk_server_node/go_home] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,318: +SUB [/slamware_ros_sdk_server_node/cancel_action] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,324: +SUB [/slamware_ros_sdk_server_node/add_line] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,330: +SUB [/slamware_ros_sdk_server_node/add_lines] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,337: +SUB [/slamware_ros_sdk_server_node/remove_line] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,338: publisherUpdate[/rosout] -> http://nx:40279/ ['http://nx:42171/', 'http://nx:34049/', 'http://nx:43397/', 'http://nx:43563/', 'http://nx:37783/']
[rosmaster.master][INFO] 2024-10-17 21:45:41,347: publisherUpdate[/rosout] -> http://nx:40279/ ['http://nx:42171/', 'http://nx:34049/', 'http://nx:43397/', 'http://nx:43563/', 'http://nx:37783/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-17 21:45:41,349: +SUB [/slamware_ros_sdk_server_node/clear_lines] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,356: +SUB [/slamware_ros_sdk_server_node/move_line] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,363: +SUB [/slamware_ros_sdk_server_node/move_lines] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,364: +SERVICE [/slamware_ros_sdk_server_node/sync_get_stcm] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,366: +SERVICE [/slamware_ros_sdk_server_node/sync_set_stcm] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,386: +PUB [/slamware_ros_sdk_server_node/virtual_walls] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,392: +PUB [/slamware_ros_sdk_server_node/virtual_tracks] /slamware_ros_sdk_server_node http://nx:43563/
[rosmaster.master][INFO] 2024-10-17 21:45:41,402: +PUB [/rosout] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,406: +SERVICE [/slam_planner_node/get_loggers] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,408: +SERVICE [/slam_planner_node/set_logger_level] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,416: +SUB [/tf] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,429: +SUB [/tf_static] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,439: publisherUpdate[/rosout] -> http://nx:40279/ ['http://nx:42171/', 'http://nx:34049/', 'http://nx:43397/', 'http://nx:43563/', 'http://nx:37783/', 'http://nx:40441/']
[rosmaster.master][INFO] 2024-10-17 21:45:41,458: publisherUpdate[/rosout] -> http://nx:40279/ ['http://nx:42171/', 'http://nx:34049/', 'http://nx:43397/', 'http://nx:43563/', 'http://nx:37783/', 'http://nx:40441/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-17 21:45:41,531: +PUB [/cmd_vel] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,533: +PUB [/slam_planner_node/current_goal] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,536: +PUB [/move_base/goal] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,548: +SUB [/move_base_simple/goal] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:41,550: publisherUpdate[/cmd_vel] -> http://nx:37783/ ['http://nx:40441/']
[rosmaster.master][INFO] 2024-10-17 21:45:41,562: publisherUpdate[/cmd_vel] -> http://nx:37783/ ['http://nx:40441/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-10-17 21:45:41,872: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/max_obstacle_height] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,873: -PARAM [/slam_planner_node/global_costmap/max_obstacle_height] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,877: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/raytrace_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,878: -PARAM [/slam_planner_node/global_costmap/raytrace_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,882: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/obstacle_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,884: -PARAM [/slam_planner_node/global_costmap/obstacle_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,892: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/scan] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,893: -PARAM [/slam_planner_node/global_costmap/scan] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,897: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/observation_sources] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,899: -PARAM [/slam_planner_node/global_costmap/observation_sources] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,904: +PARAM [/slam_planner_node/global_costmap/inflation_layer/inflation_radius] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,905: -PARAM [/slam_planner_node/global_costmap/inflation_radius] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,907: +PARAM [/slam_planner_node/global_costmap/plugins] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:41,966: +SUB [/map] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:42,271: +SERVICE [/slam_planner_node/global_costmap/static_layer/set_parameters] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:42,273: +PUB [/slam_planner_node/global_costmap/static_layer/parameter_descriptions] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:42,276: +PUB [/slam_planner_node/global_costmap/static_layer/parameter_updates] /slam_planner_node http://nx:40441/
[rosmaster.master][INFO] 2024-10-17 21:45:42,279: +PARAM [/slam_planner_node/global_costmap/static_layer/enabled] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:42,281: +PARAM [/slam_planner_node/global_costmap/static_layer/enabled] by /slam_planner_node
[rosmaster.master][INFO] 2024-10-17 21:45:42,324: +SUB [/scan] /slam_planner_node http://nx:40441/
