[rosmaster.main][INFO] 2024-11-12 23:34:40,578: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-11-12 23:34:40,578: Starting ROS Master Node
[rosmaster.master][INFO] 2024-11-12 23:34:40,849: +PARAM [/slam_planner_node/local_costmap/max_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,849: +PARAM [/slamware_ros_sdk_server_node/global_plan_path] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,850: +PARAM [/slam_planner_node/local_costmap/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,850: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_vel_y] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,850: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_vel_x] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,851: +PARAM [/slam_planner_node/TrajectoryPlannerROS/heading_scoring_timestep] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,851: +PARAM [/slam_planner_node/global_costmap/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,851: +PARAM [/slam_planner_node/local_costmap/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,852: +PARAM [/slam_planner_node/TrajectoryPlannerROS/xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,852: +PARAM [/slamware_ros_sdk_server_node/map_frame] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,852: +PARAM [/slam_planner_node/local_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,852: +PARAM [/slam_planner_node/TrajectoryPlannerROS/oscillation_reset_dist] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,853: +PARAM [/slam_planner_node/TrajectoryPlannerROS/gdist_scale] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,853: +PARAM [/slamware_ros_sdk_server_node/scan] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,853: +PARAM [/slam_planner_node/global_costmap/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,854: +PARAM [/slamware_ros_sdk_server_node/odom_frame] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,854: +PARAM [/slam_planner_node/TrajectoryPlannerROS/acc_lim_theta] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,854: +PARAM [/slamware_ros_sdk_server_node/ip_address] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,855: +PARAM [/slam_planner_node/TrajectoryPlannerROS/dwa] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,855: +PARAM [/slam_planner_node/local_costmap/resolution] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,855: +PARAM [/slamware_ros_sdk_server_node/path_pub_period] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,856: +PARAM [/slam_planner_node/local_costmap/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,856: +PARAM [/slam_planner_node/TrajectoryPlannerROS/max_vel_x] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,856: +PARAM [/slam_planner_node/TrajectoryPlannerROS/latch_xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,857: +PARAM [/slam_planner_node/global_costmap/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,857: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,857: +PARAM [/slam_planner_node/TrajectoryPlannerROS/simple_attractor] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,858: +PARAM [/slam_planner_node/recovery_behavior_enabled] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,858: +PARAM [/slam_planner_node/local_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,858: +PARAM [/slamware_ros_sdk_server_node/move_base_simple/goal] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,859: +PARAM [/slam_planner_node/TrajectoryPlannerROS/holonomic_robot] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,859: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,859: +PARAM [/slam_planner_node/TrajectoryPlannerROS/yaw_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,860: +PARAM [/slam_planner_node/TrajectoryPlannerROS/min_in_place_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,860: +PARAM [/slam_planner_node/TrajectoryPlannerROS/vy_samples] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,860: +PARAM [/slamware_ros_sdk_server_node/scan_pub_period] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,861: +PARAM [/slam_planner_node/local_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,861: +PARAM [/slam_planner_node/local_costmap/min_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,861: +PARAM [/slam_planner_node/local_costmap/scan/clearing] by /roslaunch
[rosmaster.master][INFO] 2024-11-12 23:34:40,892: +SERVICE [/rosout/get_loggers] /rosout http://nx:38335/
[rosmaster.master][INFO] 2024-11-12 23:34:40,894: +SERVICE [/rosout/set_logger_level] /rosout http://nx:38335/
[rosmaster.master][INFO] 2024-11-12 23:34:40,897: +PUB [/rosout_agg] /rosout http://nx:38335/
[rosmaster.master][INFO] 2024-11-12 23:34:40,904: +SUB [/rosout] /rosout http://nx:38335/
[rosmaster.master][INFO] 2024-11-12 23:34:41,070: +PUB [/rosout] /map2odom http://nx:45895/
[rosmaster.master][INFO] 2024-11-12 23:34:41,073: +SERVICE [/map2odom/get_loggers] /map2odom http://nx:45895/
[rosmaster.master][INFO] 2024-11-12 23:34:41,075: +SERVICE [/map2odom/set_logger_level] /map2odom http://nx:45895/
[rosmaster.master][INFO] 2024-11-12 23:34:41,083: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,093: +PUB [/tf] /map2odom http://nx:45895/
[rosmaster.master][INFO] 2024-11-12 23:34:41,094: +PUB [/rosout] /base2laser http://nx:37913/
[rosmaster.master][INFO] 2024-11-12 23:34:41,096: +SERVICE [/base2laser/get_loggers] /base2laser http://nx:37913/
[rosmaster.master][INFO] 2024-11-12 23:34:41,098: +SERVICE [/base2laser/set_logger_level] /base2laser http://nx:37913/
[rosmaster.master][INFO] 2024-11-12 23:34:41,103: +PUB [/tf] /base2laser http://nx:37913/
[rosmaster.master][INFO] 2024-11-12 23:34:41,104: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,105: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,116: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,132: +PUB [/rosout] /laser2foot http://nx:33659/
[rosmaster.master][INFO] 2024-11-12 23:34:41,135: +SERVICE [/laser2foot/get_loggers] /laser2foot http://nx:33659/
[rosmaster.master][INFO] 2024-11-12 23:34:41,144: +SERVICE [/laser2foot/set_logger_level] /laser2foot http://nx:33659/
[rosmaster.master][INFO] 2024-11-12 23:34:41,150: +PUB [/rosout] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,151: +PUB [/tf] /laser2foot http://nx:33659/
[rosmaster.master][INFO] 2024-11-12 23:34:41,153: +SERVICE [/slamware_ros_sdk_server_node/get_loggers] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,155: +SERVICE [/slamware_ros_sdk_server_node/set_logger_level] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,159: +PUB [/tf] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,188: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,194: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,195: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/', 'http://nx:39337/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,200: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/', 'http://nx:39337/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,209: +PUB [/slamware_ros_sdk_server_node/robot_device_info] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,212: +PUB [/odom] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,214: +PUB [/map] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,216: +PUB [/slamware_ros_sdk_server_node/map_metadata] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,218: +PUB [/scan] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,221: +PUB [/slamware_ros_sdk_server_node/basic_sensors_info] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,223: +PUB [/slamware_ros_sdk_server_node/basic_sensors_values] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,225: +PUB [/slamware_ros_sdk_server_node/global_plan_path] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,226: +PUB [/slamware_ros_sdk_server_node/robot_basic_state] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,233: +SUB [/slamware_ros_sdk_server_node/sync_map] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,241: +SUB [/slamware_ros_sdk_server_node/set_pose] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,249: +SUB [/slamware_ros_sdk_server_node/recover_localization] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,256: +SUB [/slamware_ros_sdk_server_node/clear_map] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,263: +SUB [/slamware_ros_sdk_server_node/set_map_update] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,271: +SUB [/slamware_ros_sdk_server_node/set_map_localization] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,277: +SUB [/slamware_ros_sdk_server_node/move_by_direction] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,286: +PUB [/rosout] /base_controller_node http://nx:35735/
[rosmaster.master][INFO] 2024-11-12 23:34:41,289: +SERVICE [/base_controller_node/get_loggers] /base_controller_node http://nx:35735/
[rosmaster.master][INFO] 2024-11-12 23:34:41,291: +SUB [/slamware_ros_sdk_server_node/move_by_theta] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,292: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/', 'http://nx:39337/', 'http://nx:35735/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,294: +SERVICE [/base_controller_node/set_logger_level] /base_controller_node http://nx:35735/
[rosmaster.master][INFO] 2024-11-12 23:34:41,307: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/', 'http://nx:39337/', 'http://nx:35735/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,309: +SUB [/slamware_ros_sdk_server_node/move_to] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,314: +SUB [/cmd_vel] /base_controller_node http://nx:35735/
[rosmaster.master][INFO] 2024-11-12 23:34:41,320: +SUB [/slamware_ros_sdk_server_node/move_to_locations] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,327: +SUB [/slamware_ros_sdk_server_node/rotate_to] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,334: +SUB [/slamware_ros_sdk_server_node/rotate] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,341: +SUB [/slamware_ros_sdk_server_node/go_home] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,355: +SUB [/slamware_ros_sdk_server_node/cancel_action] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,362: +SUB [/slamware_ros_sdk_server_node/add_line] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,369: +SUB [/slamware_ros_sdk_server_node/add_lines] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,376: +SUB [/slamware_ros_sdk_server_node/remove_line] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,385: +SUB [/slamware_ros_sdk_server_node/clear_lines] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,394: +PUB [/rosout] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,397: +SUB [/slamware_ros_sdk_server_node/move_line] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,399: +SERVICE [/slam_planner_node/get_loggers] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,402: +SERVICE [/slam_planner_node/set_logger_level] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,410: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/', 'http://nx:39337/', 'http://nx:35735/', 'http://nx:36367/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,411: +SUB [/slamware_ros_sdk_server_node/move_lines] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,417: publisherUpdate[/rosout] -> http://nx:38335/ ['http://nx:45895/', 'http://nx:37913/', 'http://nx:33659/', 'http://nx:39337/', 'http://nx:35735/', 'http://nx:36367/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,419: +SERVICE [/slamware_ros_sdk_server_node/sync_get_stcm] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,424: +SERVICE [/slamware_ros_sdk_server_node/sync_set_stcm] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,427: +SUB [/tf] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,444: +PUB [/slamware_ros_sdk_server_node/virtual_walls] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,449: +PUB [/slamware_ros_sdk_server_node/virtual_tracks] /slamware_ros_sdk_server_node http://nx:39337/
[rosmaster.master][INFO] 2024-11-12 23:34:41,453: +SUB [/tf_static] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,553: +PUB [/cmd_vel] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,555: +PUB [/slam_planner_node/current_goal] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,557: +PUB [/move_base/goal] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,563: +SUB [/move_base_simple/goal] /slam_planner_node http://nx:36367/
[rosmaster.master][INFO] 2024-11-12 23:34:41,612: publisherUpdate[/cmd_vel] -> http://nx:35735/ ['http://nx:36367/']
[rosmaster.master][INFO] 2024-11-12 23:34:41,625: publisherUpdate[/cmd_vel] -> http://nx:35735/ ['http://nx:36367/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-12 23:34:41,810: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/max_obstacle_height] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,811: -PARAM [/slam_planner_node/global_costmap/max_obstacle_height] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,815: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/raytrace_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,816: -PARAM [/slam_planner_node/global_costmap/raytrace_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,821: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/obstacle_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,823: -PARAM [/slam_planner_node/global_costmap/obstacle_range] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,830: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/scan] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,831: -PARAM [/slam_planner_node/global_costmap/scan] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,834: +PARAM [/slam_planner_node/global_costmap/obstacle_layer/observation_sources] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,836: -PARAM [/slam_planner_node/global_costmap/observation_sources] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,840: +PARAM [/slam_planner_node/global_costmap/inflation_layer/inflation_radius] by /slam_planner_node
[rosmaster.master][INFO] 2024-11-12 23:34:41,841: -PARAM [/slam_planner_node/global_costmap/inflation_radius] by /slam_planner_node
